id,tipo_zona,frente_lote,calle,forma_lote,nombre_zona,tipo_edificio,estilo,calidad_gral,condicion_gral,año_construccion,calidad_exteriores,material_exteriores,condicion_exteriores,calidad_sotano,condicion_sotano,tipo_sotano,calefaccion,calidad_calefaccion,aire_acondicionado,baños_completos,baños_medios,recamaras_sup,calidad_cocina,cuartos_sup,tipo_garage,terminado_garage,num_coches,calidad_garage,condicion_garage,año_venta,mes_venta,tipo_venta,condicion_venta,lat,long,area_sotano_m2,area_1er_piso_m2,area_2o_piso_m2,area_hab_m2,area_garage_m2,area_lote_m2,precio_miles,valor_misc_miles,precio_m2_miles
1243,RL,85,Pave,Reg,NWAmes,1Fam,SFoyer,7,6,1974,TA,Plywood,TA,Gd,TA,GLQ,GasA,TA,Y,2,0,3,Gd,6,Attchd,RFn,2,TA,TA,2010,1,WD,Family,42.051321,-93.633798,97.826859,108.975219,0,108.975219,49.052784,987.094375,170,0,1.5599876885771617
1244,RL,107,Pave,Reg,NridgHt,1Fam,1Story,10,5,2006,Ex,VinylSd,TA,Ex,Gd,GLQ,GasA,Ex,Y,2,1,2,Ex,7,Attchd,Fin,3,TA,TA,2006,9,New,Partial,42.060356,-93.657107,192.866628,192.866628,0,192.866628,78.96755,1290.515573,465,0,2.41099253314057
1245,RL,NA,Pave,IR1,Crawfor,1Fam,2Story,8,7,1929,TA,BrkFace,TA,Gd,TA,Unf,GasA,Fa,Y,1,0,3,Gd,7,Detchd,Unf,2,TA,TA,2006,6,WD,Normal,42.025949,-93.620215,73.579176,73.579176,67.354675,140.933851,37.1612,1062.345805,230,0,1.6319712997837545
1246,RL,78,Pave,Reg,NWAmes,1Fam,SLvl,6,7,1984,TA,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,3,1,3,TA,7,BuiltIn,Fin,2,TA,TA,2007,1,WD,Abnorml,42.051321,-93.633798,54.348255,105.90942,67.633384,173.542804,44.314731,1123.19727,178,0,1.0256835541276608
1247,FV,65,Pave,Reg,Somerst,1Fam,2Story,7,5,2005,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,3,Gd,6,Attchd,RFn,2,TA,TA,2006,3,New,Partial,42.052191,-93.643479,70.234668,70.234668,74.043691,144.278359,57.135345,754.836875,186.5,0,1.2926401526371671
1248,RL,NA,Pave,IR1,Mitchel,1Fam,SLvl,6,5,1976,TA,HdBoard,TA,TA,TA,GLQ,GasA,TA,Y,1,0,3,TA,6,Attchd,Unf,3,TA,TA,2010,5,WD,Normal,42.031307,-93.626967,94.017836,96.061702,0,96.061702,82.49786399999999,1145.308184,169.9,0,1.7686549005762984
1249,RM,60,Pave,Reg,OldTown,1Fam,2.5Unf,6,5,1917,TA,AsbShng,TA,Gd,TA,Rec,OthW,Fa,N,1,1,3,TA,8,Detchd,Unf,2,Fa,Fa,2008,4,WD,Normal,42.028863,-93.615497,68.283705,105.352002,85.842372,191.194374,36.789588,891.8688,129.5,0,0.6773211851934513
1250,RL,60,Pave,Reg,NAmes,1Fam,1Story,5,7,1950,TA,MetalSd,TA,TA,TA,BLQ,GasA,TA,Y,1,0,3,TA,6,Attchd,Unf,1,TA,TA,2007,5,WD,Normal,42.042966,-93.613556,81.383028,91.788164,0,91.788164,25.641227999999998,668.9016,119,0,1.296463452520959
1251,RL,93,Pave,Reg,NAmes,1Fam,1Story,7,5,1968,Gd,BrkFace,TA,TA,TA,ALQ,GasA,Ex,Y,2,1,3,Ex,8,Attchd,Fin,2,TA,TA,2010,4,WD,Normal,42.042966,-93.613556,196.02533,196.02533,0,196.02533,48.495366,1036.79748,244,0,1.2447370959661184
1252,RL,NA,Pave,IR1,NridgHt,TwnhsE,1Story,7,5,2003,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,2,Gd,6,Attchd,RFn,2,TA,TA,2006,3,WD,Normal,42.060356,-93.657107,130.528715,130.528715,0,130.528715,44.407634,291.343808,171.75,0,1.3158024270751458
1253,RL,62,Pave,Reg,Mitchel,1Fam,1Story,5,6,1968,TA,HdBoard,TA,TA,TA,BLQ,GasA,TA,Y,1,0,3,TA,5,Attchd,RFn,1,TA,TA,2009,11,WD,Normal,42.031307,-93.626967,80.268192,81.197222,0,81.197222,26.756064,915.837774,130,0.6,1.6010399961712976
1254,RL,NA,Pave,IR1,Veenker,1Fam,2Story,7,7,1974,Gd,Wd Sdng,TA,TA,TA,LwQ,GasA,TA,Y,2,1,3,Gd,9,Attchd,RFn,2,TA,TA,2007,7,WD,Normal,42.040106,-93.657032,110.740376,140.840948,60.479853,201.320801,48.123754,1629.704426,294,0,1.4603558029753718
1255,RL,60,Pave,Reg,Edwards,1Fam,2Story,7,5,2003,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,3,Gd,7,BuiltIn,Fin,2,TA,TA,2008,7,WD,Normal,42.0228,-93.66304,69.305638,70.60628,83.241088,153.847368,36.882491,643.910693,165.4,0,1.0750915153777607
1256,RM,52,Pave,Reg,BrkSide,1Fam,1.5Fin,6,6,1931,TA,Wd Sdng,TA,TA,Fa,LwQ,GasA,TA,Y,1,0,3,TA,6,Detchd,Unf,1,TA,TA,2007,11,WD,Normal,42.03359,-93.627552,82.126252,89.093977,37.904424,126.998401,52.02568,579.7147199999999,127.5,0,1.003949648153444
1257,RL,91,Pave,IR1,NoRidge,1Fam,1Story,8,5,1994,Gd,HdBoard,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,2,Gd,7,Attchd,Fin,2,TA,TA,2008,8,WD,Normal,42.050307,-93.656045,184.505358,184.598261,0,184.598261,64.195973,1328.7916089999999,301.5,0,1.633276491158278
1258,RL,56,Pave,Reg,Edwards,1Fam,1Story,5,8,1922,TA,Wd Sdng,TA,Fa,TA,Unf,GasA,Ex,Y,1,0,2,TA,4,NA,NA,0,NA,NA,2009,7,WD,Normal,42.0228,-93.66304,80.268192,80.268192,0,80.268192,0,377.18618,99.9,0,1.244577677792967
1259,RL,59,Pave,IR1,Gilbert,1Fam,SLvl,7,5,2005,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,2,Gd,5,Attchd,Fin,2,TA,TA,2008,7,WD,Normal,42.027885,-93.615692,79.524968,108.324898,0,108.324898,37.1612,890.661061,190,0,1.7539827270365858
1260,RL,65,Pave,Reg,NAmes,1Fam,1Story,6,8,1969,TA,HdBoard,TA,Gd,TA,ALQ,GasA,Gd,Y,1,1,3,TA,6,Attchd,Unf,2,TA,TA,2008,7,WD,Normal,42.042966,-93.613556,97.919762,97.919762,0,97.919762,42.73538,905.80425,151,0,1.5420789115071583
1261,RL,NA,Pave,IR3,Gilbert,1Fam,2Story,6,5,1999,TA,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,3,TA,7,BuiltIn,Fin,2,TA,TA,2009,6,WD,Normal,42.027885,-93.615692,78.131423,82.869476,72.743049,155.612525,46.637306,2293.031846,181,0,1.1631454473218013
1262,RL,80,Pave,Reg,NAmes,1Fam,1Story,5,6,1956,TA,MetalSd,TA,TA,TA,Rec,GasA,Gd,Y,1,0,2,TA,5,Attchd,Unf,1,TA,TA,2009,6,WD,Normal,42.042966,-93.613556,97.54814999999999,97.54814999999999,0,97.54814999999999,31.401214,891.8688,128.9,0,1.321398714378489
1263,RL,NA,Pave,Reg,ClearCr,1Fam,1.5Fin,4,5,1957,TA,Wd Sdng,TA,TA,TA,Unf,GasA,Ex,Y,1,0,5,TA,8,Attchd,Unf,1,TA,TA,2009,11,WD,Normal,42.025425,-93.675741,102.56491199999999,102.56491199999999,63.545652,166.110564,28.242512,1045.15875,161.5,0,0.9722440049026623
1264,RL,60,Pave,Reg,BrkSide,1Fam,2Story,6,6,1919,TA,Wd Sdng,TA,TA,TA,Unf,GasA,Ex,Y,1,0,3,TA,8,Detchd,Unf,2,TA,TA,2007,7,WD,Normal,42.03359,-93.627552,70.977892,98.47718,70.977892,169.455072,48.30956,1255.584045,180.5,0,1.0651790936065932
1265,RH,34,Pave,Reg,NAmes,TwnhsE,1Story,6,5,1998,Gd,MetalSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,2,Gd,5,Attchd,Fin,2,TA,TA,2008,8,COD,Abnorml,42.042966,-93.613556,130.528715,124.211311,0,124.211311,47.473433,377.18618,181,0,1.4571941841914864
1266,FV,35,Pave,Reg,Somerst,TwnhsE,2Story,7,5,1999,Gd,MetalSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,6,Detchd,Unf,2,TA,TA,2006,3,WD,Normal,42.052191,-93.643479,64.195973,66.239839,68.655317,134.895156,47.008918,346.992705,183.9,0,1.3632809765237235
1267,RM,60,Pave,IR1,OldTown,2fmCon,2.5Unf,7,4,1910,Fa,Wd Sdng,TA,TA,TA,Unf,GasA,TA,N,1,1,4,TA,9,Detchd,Unf,1,TA,TA,2007,1,WD,Normal,42.028863,-93.615497,85.935275,89.558492,85.935275,175.493767,28.614124,940.17836,122,0,0.6951813849890179
1268,RL,89,Pave,IR1,Timber,1Fam,1Story,9,5,2008,Ex,Stucco,TA,Ex,TA,Unf,GasA,Ex,Y,2,0,3,Ex,10,Attchd,Fin,3,TA,TA,2010,5,WD,Normal,41.998132,-93.648335,185.991806,187.478254,0,187.478254,69.305638,1227.620242,378.5,0,2.0189008160914494
1269,RL,NA,Pave,IR1,Crawfor,1Fam,1.5Fin,8,9,1935,TA,Stucco,Gd,TA,TA,Rec,GasA,Ex,Y,3,1,4,Gd,11,BuiltIn,Unf,3,TA,TA,2008,5,WD,Normal,42.025949,-93.620215,67.633384,182.833104,137.403537,320.236641,94.203642,1309.9323,381,0,1.189745179721642
1270,RL,78,Pave,Reg,NAmes,1Fam,1.5Fin,5,5,1958,TA,MetalSd,TA,TA,TA,BLQ,GasW,TA,Y,1,1,3,TA,7,Attchd,Unf,1,TA,TA,2007,7,WD,Normal,42.042966,-93.613556,81.197222,81.197222,60.38695,141.584172,29.264445,1053.891632,144,0,1.017062839481803
1271,RL,NA,Pave,Reg,ClearCr,1Fam,1Story,7,6,1979,Gd,Plywood,TA,Gd,TA,GLQ,GasA,TA,Y,0,1,0,Gd,4,Attchd,Fin,2,TA,TA,2010,4,WD,Normal,42.025425,-93.675741,123.746796,123.746796,17.837376,141.584172,54.441158,2192.046285,260,0,1.836363460175478
1272,RL,NA,Pave,IR1,NWAmes,1Fam,1Story,6,7,1968,TA,BrkFace,TA,TA,TA,Unf,GasA,Gd,Y,2,0,3,Gd,7,Attchd,RFn,2,TA,TA,2009,8,WD,Normal,42.051321,-93.633798,138.332567,138.332567,0,138.332567,42.921186,850.619868,185.75,0,1.3427785230068057
1273,RL,NA,Pave,IR1,Sawyer,1Fam,1Story,5,6,1965,TA,HdBoard,TA,TA,TA,BLQ,GasA,TA,Y,1,0,3,TA,5,Attchd,Unf,1,TA,TA,2006,11,WD,Normal,42.033611,-93.669348,86.864305,86.864305,0,86.864305,26.756064,1256.605978,137,0,1.577172579691969
1274,RL,124,Pave,IR1,Edwards,1Fam,SLvl,6,7,1959,TA,Plywood,TA,TA,TA,ALQ,GasA,Gd,Y,1,0,2,Ex,5,Basment,RFn,1,TA,TA,2008,5,WD,Normal,42.0228,-93.66304,94.668157,126.069371,0,126.069371,28.985736,1069.499336,177,0,1.4039889197194455
1275,RL,53,Pave,Reg,Crawfor,1Fam,1.5Fin,5,6,1910,TA,Wd Sdng,TA,TA,TA,Unf,GasA,Ex,Y,2,0,3,TA,8,Detchd,Unf,2,TA,TA,2007,11,WD,Normal,42.025949,-93.620215,61.408883,61.408883,54.719867,116.12875,51.282455999999996,498.145886,139,0,1.1969473536914848
1276,RL,95,Pave,Reg,NAmes,Duplex,2Story,5,5,1948,TA,AsbShng,TA,TA,TA,Rec,GasA,Gd,Y,2,0,4,TA,10,Detchd,Unf,2,TA,Fa,2007,7,WD,Normal,42.042966,-93.613556,86.213984,86.213984,92.159776,178.37376,37.1612,1053.984535,137,0,0.768050188547912
1277,RL,NA,Pave,IR1,NWAmes,1Fam,2Story,6,6,1972,TA,HdBoard,TA,TA,Gd,BLQ,GasA,TA,Y,1,1,3,TA,6,Attchd,Unf,2,TA,TA,2009,12,WD,Normal,42.051321,-93.633798,67.168869,68.283705,61.315979999999996,129.599685,46.172791,1201.793208,162,0,1.250003038201829
1278,RL,NA,Pave,IR1,NWAmes,1Fam,SLvl,6,5,1967,TA,HdBoard,TA,Gd,TA,ALQ,GasA,Fa,Y,1,1,3,TA,7,Attchd,RFn,2,TA,TA,2009,6,WD,Normal,42.051321,-93.633798,156.07704,160.164772,0,160.164772,44.59344,1660.269513,197.9,0,1.2356025456084687
1279,RL,75,Pave,Reg,CollgCr,1Fam,2Story,8,5,2002,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,7,Attchd,RFn,2,TA,TA,2008,3,WD,Normal,42.021051,-93.685643,104.794584,104.794584,83.891409,188.685993,53.605031,880.070119,237,0,1.2560550798277856
1280,C (all),60,Pave,Reg,IDOTRR,1Fam,1.5Fin,4,4,1920,TA,MetalSd,Gd,TA,TA,Unf,GasA,TA,Y,1,0,2,TA,6,Detchd,RFn,2,TA,TA,2010,4,COD,Abnorml,42.019208,-93.623401,64.846294,64.846294,39.94829,104.794584,49.052784,696.7725,68.4,0,0.6527054871461678
1281,RL,67,Pave,IR1,CollgCr,1Fam,1Story,7,5,2002,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,6,Attchd,RFn,2,TA,TA,2009,3,WD,Normal,42.021051,-93.685643,146.136419,146.136419,0,146.136419,50.539232,911.192624,227,0,1.5533431129169795
1282,RL,50,Pave,IR1,Timber,1Fam,1Story,7,5,1990,TA,HdBoard,TA,Gd,TA,ALQ,GasA,TA,Y,2,0,2,TA,6,Attchd,Fin,2,Gd,Gd,2006,7,WD,Normal,41.998132,-93.648335,121.610027,124.397117,0,124.397117,44.965052,747.776247,180,0,1.4469788717048806
1283,RL,61,Pave,IR1,CollgCr,1Fam,1Story,5,7,1977,TA,HdBoard,TA,Gd,TA,LwQ,GasA,TA,Y,2,0,3,Gd,5,Detchd,Unf,2,TA,TA,2009,9,WD,Normal,42.021051,-93.685643,96.61912,96.61912,0,96.61912,44.965052,817.5464,150.5,0,1.557662706925917
1284,RL,94,Pave,Reg,Mitchel,Duplex,2Story,6,5,1971,TA,MetalSd,TA,TA,TA,Unf,GasA,TA,Y,2,2,4,TA,8,NA,NA,0,NA,NA,2010,4,WD,Normal,42.031307,-93.626967,84.727536,84.727536,84.727536,169.455072,0,873.2882,139,0,0.8202764211153266
1285,RL,50,Pave,Reg,SWISU,1Fam,1.5Fin,6,7,1919,TA,Wd Sdng,TA,TA,TA,Unf,GasA,Ex,Y,2,0,4,Gd,10,Detchd,Unf,1,TA,TA,2010,3,WD,Normal,42.017578,-93.651283,74.694012,157.842197,69.491444,227.333641,31.215408,895.3991139999999,169,0,0.7434007534327046
1286,RM,50,Pave,Reg,BrkSide,1Fam,1.5Fin,6,6,1939,TA,MetalSd,Fa,TA,TA,Unf,GasA,Ex,Y,1,0,4,TA,6,Detchd,Unf,1,TA,TA,2009,5,WD,Normal,42.03359,-93.627552,72.46433999999999,76.644975,54.534061,131.179036,26.01284,557.418,132.5,0,1.0100699322108146
1287,RL,NA,Pave,Reg,NWAmes,1Fam,1Story,6,5,1963,TA,HdBoard,TA,TA,TA,ALQ,GasA,TA,Y,1,1,3,TA,6,Attchd,Unf,2,TA,TA,2010,6,WD,Normal,42.051321,-93.633798,123.375184,123.375184,0,123.375184,49.052784,909.52037,143,0,1.159066153854733
1288,RL,NA,Pave,IR1,ClearCr,1Fam,1Story,5,5,1964,TA,Wd Sdng,Gd,TA,TA,Rec,GasA,Fa,Y,2,0,4,TA,7,Attchd,Unf,2,TA,TA,2006,6,WD,Normal,42.025425,-93.675741,150.874472,146.972546,0,146.972546,36.232169999999996,3390.9595,190,0,1.292758444832275
1289,RL,40,Pave,IR1,StoneBr,TwnhsE,1Story,8,5,2000,Gd,CemntBd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,2,Ex,5,Attchd,Fin,2,TA,TA,2009,10,WD,Normal,42.060752,-93.628955,139.447403,154.126077,0,154.126077,46.358597,526.202592,278,0,1.8037181339534125
1290,RL,86,Pave,IR1,NridgHt,1Fam,2Story,8,5,2006,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,3,Ex,8,BuiltIn,Fin,3,TA,TA,2006,10,New,Partial,42.060356,-93.657107,100.799755,104.05136,78.96755,183.01891,69.955958999999993,1027.971695,281,0,1.5353604717676441
1291,RL,NA,Pave,IR1,NAmes,1Fam,SLvl,5,7,1964,TA,Wd Sdng,TA,TA,TA,GLQ,GasA,TA,Y,1,0,3,TA,6,Attchd,RFn,2,TA,TA,2010,4,WD,Normal,42.042966,-93.613556,107.024256,107.024256,0,107.024256,44.965052,1311.047136,180.5,0,1.686533564877106
1292,RM,21,Pave,Reg,BrDale,Twnhs,2Story,5,7,1972,TA,CemntBd,TA,TA,TA,ALQ,GasA,TA,Y,2,1,3,TA,6,Detchd,Unf,1,TA,TA,2009,2,WD,Normal,42.0525,-93.628821,58.52889,58.52889,62.430816,120.959706,24.526392,156.07704,119.5,0,0.9879322954042233
1293,RM,60,Pave,Reg,OldTown,1Fam,2Story,5,4,1892,TA,Wd Sdng,TA,TA,TA,Unf,GasA,TA,N,2,0,4,TA,11,Attchd,RFn,1,TA,TA,2009,12,WD,Normal,42.028863,-93.615497,92.345582,128.020334,92.345582,220.365916,40.134096,613.1598,107.5,0,0.4878249865101643
1294,RL,78,Pave,Reg,NWAmes,1Fam,2Story,7,5,1976,TA,HdBoard,TA,Gd,TA,GLQ,GasA,TA,Y,2,1,4,TA,8,Attchd,RFn,2,TA,TA,2006,3,WD,Normal,42.051321,-93.633798,77.295296,77.295296,77.295296,154.590592,49.052784,942.03642,162.9,0,1.053751058796644
1295,RL,60,Pave,Reg,Edwards,1Fam,1Story,5,7,1955,TA,WdShing,TA,TA,TA,Rec,GasA,TA,Y,1,0,2,TA,5,Detchd,Unf,2,TA,TA,2006,4,WD,Normal,42.0228,-93.66304,80.268192,80.268192,0,80.268192,53.140516,759.203316,115,0,1.4326970264884002
1296,RL,70,Pave,Reg,NAmes,1Fam,1Story,5,5,1968,TA,HdBoard,TA,TA,TA,BLQ,GasA,Gd,Y,1,1,3,TA,5,Attchd,RFn,1,TA,TA,2006,11,WD,Normal,42.042966,-93.613556,97.733956,97.733956,0,97.733956,26.756064,780.3851999999999,138.5,0,1.4171123902935023
1297,RL,80,Pave,Reg,NAmes,1Fam,1Story,5,6,1963,TA,MetalSd,Gd,TA,TA,ALQ,GasA,Gd,Y,2,0,3,TA,6,Attchd,RFn,2,TA,TA,2008,12,WD,Normal,42.042966,-93.613556,104.05136,104.794584,0,104.794584,48.774074999999996,808.2561,155,0,1.4790840717493567
1298,RM,35,Pave,Reg,Edwards,TwnhsE,SFoyer,6,5,2005,TA,VinylSd,TA,Gd,TA,GLQ,GasA,Gd,Y,2,0,2,TA,5,Basment,Fin,2,TA,TA,2006,6,New,Partial,42.0228,-93.66304,50.817941,99.592016,0,99.592016,48.774074999999996,341.418525,140,0,1.4057351745947184
1299,RL,313,Pave,IR3,Edwards,1Fam,2Story,10,5,2008,Ex,Stucco,TA,Ex,TA,GLQ,GasA,Ex,Y,2,1,3,Ex,12,Attchd,Fin,2,TA,TA,2008,1,New,Partial,42.0228,-93.66304,567.63733,435.900876,88.25785,524.158726,131.736454,5935.293961,160,0,0.3052510471799338
1300,RL,75,Pave,Reg,NAmes,1Fam,1Story,5,7,1959,TA,BrkFace,TA,TA,TA,LwQ,GasA,Ex,Y,1,1,3,Gd,6,Attchd,RFn,1,TA,TA,2010,5,WD,Normal,42.042966,-93.613556,115.757138,115.757138,0,115.757138,28.335415,696.7725,154,0,1.3303715231798492
1301,RL,NA,Pave,IR1,Gilbert,1Fam,2Story,7,5,1999,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,9,Attchd,Fin,2,TA,TA,2009,5,WD,Normal,42.027885,-93.615692,90.859134,93.367515,90.859134,184.226649,45.52247,999.822086,225,0,1.2213216775169156
1302,RL,NA,Pave,IR1,Crawfor,1Fam,2Story,6,7,1942,TA,Wd Sdng,TA,TA,TA,BLQ,GasA,Fa,Y,1,0,3,Gd,7,Attchd,Unf,1,TA,TA,2009,11,WD,Normal,42.025949,-93.620215,71.628213,69.955958999999993,68.841123,138.797082,19.788339,696.7725,177.5,0,1.2788453290394104
1303,RL,92,Pave,Reg,NoRidge,1Fam,2Story,8,5,1994,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,4,Gd,8,Attchd,RFn,3,TA,TA,2006,12,WD,Normal,42.050307,-93.656045,108.231995,111.762309,122.910669,234.672978,78.410132,940.17836,290,0,1.2357622188610058
1304,RL,73,Pave,Reg,Somerst,1Fam,1Story,7,5,2005,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,3,Gd,7,Attchd,RFn,3,TA,TA,2006,4,WD,Normal,42.052191,-93.643479,150.131248,150.131248,0,150.131248,77.48110199999999,807.141264,232,0,1.545314537050941
1305,RM,32,Pave,Reg,Edwards,TwnhsE,2Story,7,5,2004,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,3,Gd,7,Detchd,Unf,2,TA,TA,2006,4,WD,Normal,42.0228,-93.66304,90.673328,90.673328,68.004996,158.678324,35.30314,312.432789,130,0,0.8192675390244227
1306,RL,108,Pave,IR1,NridgHt,1Fam,1Story,9,5,2006,Gd,VinylSd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,0,2,Ex,6,Attchd,Fin,2,TA,TA,2009,11,WD,Normal,42.060356,-93.657107,153.475756,153.475756,0,153.475756,78.03852,1223.811219,325,0,2.117598300020754
1307,RL,48,Pave,IR1,NridgHt,TwnhsE,1Story,7,5,2005,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,2,Gd,6,Attchd,RFn,2,TA,TA,2006,9,New,Partial,42.060356,-93.657107,127.091304,127.091304,0,127.091304,44.036022,646.140365,202.5,0,1.5933426884973971
1308,RL,60,Pave,Reg,CollgCr,1Fam,1Story,5,5,1994,TA,VinylSd,Gd,Gd,Gd,ALQ,GasA,Ex,Y,1,0,3,TA,5,Detchd,Unf,2,TA,TA,2009,5,WD,Normal,42.021051,-93.685643,91.97397,91.97397,0,91.97397,44.59344,749.913016,138,0,1.500424522286034
1309,RM,100,Pave,Reg,OldTown,1Fam,1Story,5,7,1948,TA,MetalSd,TA,TA,TA,GLQ,GasA,Ex,Y,1,0,2,Gd,6,Attchd,Unf,2,TA,TA,2008,5,WD,Normal,42.028863,-93.615497,85.842372,104.237166,0,104.237166,49.052784,1114.836,147,0,1.4102455548340598
1310,RL,NA,Pave,Reg,SawyerW,1Fam,1Story,6,5,1991,TA,HdBoard,TA,Gd,TA,GLQ,GasA,Gd,Y,2,0,3,Gd,6,Attchd,RFn,2,TA,TA,2008,6,WD,Normal,42.03554,-93.685131,118.730034,120.216482,0,120.216482,46.079888,664.535159,179.2,0,1.4906441863770392
1311,RL,100,Pave,Reg,Crawfor,1Fam,1Story,7,8,1959,Gd,BrkFace,Gd,Gd,TA,GLQ,GasA,TA,Y,2,0,3,Ex,7,Attchd,Fin,2,TA,TA,2010,5,WD,Normal,42.025949,-93.620215,176.701506,176.701506,0,176.701506,52.676001,1625.8025,335,0,1.8958525458181439
1312,RL,68,Pave,Reg,CollgCr,1Fam,1Story,7,5,2005,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,6,Attchd,RFn,2,TA,TA,2007,1,New,Partial,42.021051,-93.685643,118.358422,118.358422,0,118.358422,47.194724,818.847042,203,0,1.7151293213422532
1313,RL,NA,Pave,IR1,NoRidge,1Fam,2Story,8,5,1990,Gd,Wd Sdng,TA,Ex,TA,GLQ,GasA,Ex,Y,2,1,4,Gd,9,Attchd,RFn,2,Gd,Gd,2007,6,WD,Normal,42.050307,-93.656045,134.988059,134.988059,126.069371,261.05743,69.67725,889.267516,302,0,1.1568335748957614
1314,RL,108,Pave,IR1,NoRidge,1Fam,2Story,9,5,1999,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,4,Gd,10,BuiltIn,Fin,3,TA,TA,2010,5,WD,Normal,42.050307,-93.656045,129.413879,132.108066,109.346831,241.454897,72.371437,1372.548922,333.168,0,1.379835340427989
1315,RL,60,Pave,Reg,Edwards,1Fam,1Story,4,6,1954,TA,Wd Sdng,TA,TA,TA,Rec,GasA,Ex,Y,1,0,3,TA,5,Detchd,Unf,1,TA,TA,2007,10,WD,Normal,42.0228,-93.66304,88.072044,88.072044,0,88.072044,26.01284,760.87557,119,0,1.3511665517834466
1316,RL,85,Pave,Reg,NAmes,1Fam,2Story,6,5,1969,TA,HdBoard,TA,Fa,TA,ALQ,GasA,TA,Y,2,1,4,TA,9,Attchd,Unf,2,TA,TA,2008,6,WD,Normal,42.042966,-93.613556,88.443656,101.450076,94.76106,196.211136,53.512128,1028.900725,206.9,0,1.054476337163656
1317,RL,61,Pave,IR1,CollgCr,1Fam,1Story,8,5,2008,Gd,VinylSd,TA,Ex,TA,Unf,GasA,Ex,Y,2,0,3,Ex,8,Attchd,RFn,3,TA,TA,2009,1,WD,Normal,42.021051,-93.685643,150.688666,151.43189,0,151.43189,79.89658,950.026078,295.493,0,1.9513261044288621
1318,FV,47,Pave,Reg,Somerst,TwnhsE,1Story,7,5,2006,Gd,VinylSd,TA,Ex,Gd,Unf,GasA,Ex,Y,2,0,2,Gd,5,Attchd,RFn,2,TA,TA,2007,4,New,Partial,42.052191,-93.643479,125.604856,125.604856,0,125.604856,43.292798,392.97969,208.9,0,1.6631522590177565
1319,RL,NA,Pave,IR2,CollgCr,1Fam,1Story,8,5,2001,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,3,Gd,7,Attchd,RFn,3,TA,TA,2006,8,WD,Normal,42.021051,-93.685643,162.858959,166.017661,0,166.017661,69.491444,1373.199243,275,0,1.6564502736850388
1320,RL,75,Pave,Reg,Edwards,1Fam,1Story,4,5,1954,TA,Wd Sdng,TA,TA,TA,ALQ,GasA,Ex,Y,1,0,3,TA,5,Attchd,Unf,1,TA,TA,2007,2,WD,Normal,42.0228,-93.66304,80.268192,88.072044,0,88.072044,23.039944,949.004145,111,0,1.2603318256131308
1321,RL,70,Pave,Reg,NAmes,1Fam,1Story,6,3,1957,TA,BrkFace,TA,TA,TA,ALQ,GasA,Gd,Y,1,1,3,TA,6,Attchd,RFn,2,TA,TA,2009,6,WD,Normal,42.042966,-93.613556,137.310634,137.310634,0,137.310634,41.063126,780.3851999999999,156.5,0,1.1397514922260137
1322,RL,NA,Pave,IR1,BrkSide,1Fam,1Story,3,6,1949,TA,VinylSd,TA,NA,NA,NA,Floor,TA,N,1,0,2,TA,4,Detchd,Unf,1,TA,Fa,2008,7,WD,Normal,42.03359,-93.627552,0,66.89016,0,66.89016,26.663161,615.668181,72.5,0,1.0838664461260072
1323,RL,107,Pave,IR1,NoRidge,1Fam,2Story,7,5,1992,Gd,HdBoard,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,8,Attchd,RFn,2,TA,TA,2010,6,WD,Normal,42.050307,-93.656045,69.67725,98.570083,80.082386,178.652469,52.397292,946.3099579999999,190,0,1.0635173477507327
